Time (s),Button (a19),Right Foot Force (ai18),Handle Force (ai20),Handle Position (ai21),Seat Position (ai22)
0.028653383255004883,1.5159614164393527,-0.026830781531181624,0.12077500389638372,2.0935632770348382,2.834222003715624
0.050776004791259766,1.529768631487866,-0.026830781531181624,0.10335160475649674,2.0965219663956405,2.8355369773960777
0.07366037368774414,1.519248848592478,-0.02617329469587215,0.11157018928612192,2.0942207635591408,2.8375094379195933
0.0964512825012207,1.542918360119496,-0.028145755202927836,0.1293223316896432,2.0942207635591408,2.8378381813405107
0.12050223350524902,1.5162901596546305,-0.029131985457724635,0.11847380025002636,2.0994806557601584,2.8352082339758224
0.14282917976379395,1.5195775918078334,-0.02715952494897722,0.12044626051858548,2.0955357366082947,2.8361944642368715
0.16510319709777832,1.5199063350231967,-0.028145755202927836,0.10795401209963777,2.0942207635591408,2.836851951078043
0.1894369125366211,1.5195775918078334,-0.02551580786093824,0.11978877376273626,2.0955357366082947,2.835865720816427
0.21329522132873535,1.5159614164393527,-0.032419419646499026,0.11978877376273626,2.0975081961833997,2.835865720816427
0.23827290534973145,1.5176051325158186,-0.024858321026379693,0.12044626051858548,2.096193223133146,2.8335645168759642
0.2619056701660156,1.5228650239618242,-0.026502038113479925,0.120117517140703,2.096193223133146,2.8355369773960777
0.2865610122680664,1.535357266154557,-0.02715952494897722,0.11913128700654996,2.095206993345937,2.8375094379195933
0.31155872344970703,1.5396309279602303,-0.029131985457724635,0.1227474641614055,2.0935632770348382,2.835865720816427
0.33651256561279297,1.5304261179191112,-0.026830781531181624,0.12077500389638372,2.0965219663956405,2.833235773456275
0.3606564998626709,1.5156326732240826,-0.026830781531181624,0.120117517140703,2.0938920202969666,2.8338932602957465
0.38654065132141113,1.5159614164393527,-0.032090676227197606,0.1174875701146082,2.096850709658181,2.8352082339758224
0.4111771583557129,1.51530393000882,-0.03274816306589473,0.120117517140703,2.096850709658181,2.8355369773960777
0.4361703395843506,1.516618902869916,-0.028803242039364962,0.11814505687163804,2.0945495068213607,2.833235773456275
0.45995140075683594,1.5159614164393527,-0.03406313674442102,0.1174875701146082,2.098165682708802,2.834879490555662
0.4843482971191406,1.522207537530962,-0.03011821571336812,0.10466657828481303,2.095206993345937,2.8378381813405107
