time of button press,seat position of button event,expected seat position of button event,button event,accuracy score
4.298,977.10,555.15,press,0.00
4.399,974.69,104.27,release,0.00
10.435,613.44,555.15,press,100.00
12.229,114.36,104.27,release,100.00
